gene_id	SRR13783173	SRR13783175	SRR13783177	SRR13783179	SRR13783174	SRR13783176	SRR13783178	SRR13783180
ENSMUSG00000101249.2	271	132	207	355	195	134	133	209
ENSMUSG00000127021.1	3	4	1	5	1	3	0	2
ENSMUSG00000073725.9	1877	1243	1372	1436	1732	967	1263	1344
ENSMUSG00000133176.1	0	0	0	0	0	0	0	0
ENSMUSG00000129414.1	0	0	0	0	0	0	0	0
ENSMUSG00000143216.1	0	0	0	0	0	0	0	0
ENSMUSG00000100808.2	0	0	0	0	0	0	0	0
ENSMUSG00000130976.1	0	0	0	0	0	0	0	0
ENSMUSG00000100483.2	0	0	0	0	1	0	0	0
ENSMUSG00000135830.1	0	0	0	0	0	0	0	0
ENSMUSG00000100450.2	0	0	0	0	0	0	0	0
ENSMUSG00000099392.3	0	0	0	0	0	0	0	0
ENSMUSG00000122244.1	0	0	0	0	0	0	0	0
ENSMUSG00000033569.18	1	3	0	0	2	1	4	0
ENSMUSG00000080849.2	0	0	0	0	0	0	0	0
ENSMUSG00000122289.1	0	0	0	0	0	0	0	0
ENSMUSG00000104257.2	0	0	0	0	0	0	0	0
ENSMUSG00000119153.1	0	0	0	0	0	0	0	0
ENSMUSG00000102296.2	0	0	0	0	0	0	0	0
ENSMUSG00000103209.2	0	0	0	0	0	0	0	0
ENSMUSG00000104027.2	0	0	0	0	0	0	0	0
ENSMUSG00000102407.2	0	0	0	0	0	0	0	0
ENSMUSG00000103214.2	0	0	0	0	0	0	0	0
ENSMUSG00000104100.2	0	0	0	0	0	0	0	0
ENSMUSG00000084740.3	0	0	0	0	0	0	0	0
ENSMUSG00000103889.2	0	0	0	0	0	0	0	0
ENSMUSG00000101301.2	0	0	0	0	0	0	0	0
ENSMUSG00000104221.2	0	0	0	0	0	0	0	0
ENSMUSG00000102250.2	0	0	0	0	0	0	0	0
ENSMUSG00000102317.2	0	0	0	0	0	0	0	0
ENSMUSG00000133748.1	0	0	0	0	0	0	0	0
ENSMUSG00000103563.2	0	0	0	0	0	0	0	0
ENSMUSG00000102465.2	0	0	0	0	0	0	0	0
ENSMUSG00000102659.2	0	0	0	0	0	0	0	0
ENSMUSG00000103924.2	0	0	0	0	0	0	0	0
ENSMUSG00000104132.2	0	0	0	0	0	0	0	0
ENSMUSG00000102747.2	0	0	1	0	0	0	0	0
ENSMUSG00000102386.2	0	0	0	0	0	0	0	0
ENSMUSG00000103004.2	0	0	0	0	0	0	0	0
ENSMUSG00000144247.1	0	0	0	0	0	0	0	0
ENSMUSG00000135201.1	0	0	0	0	0	0	0	0
ENSMUSG00000104516.2	0	0	0	0	0	0	0	0
ENSMUSG00000130306.1	0	0	0	0	0	0	0	0
ENSMUSG00000101618.2	0	0	0	0	0	0	0	0
ENSMUSG00000099458.2	0	0	0	0	0	0	0	0
ENSMUSG00000088111.3	0	0	0	0	0	0	0	0
ENSMUSG00000140232.1	0	0	0	0	0	0	0	0
ENSMUSG00000073722.4	0	0	0	0	0	0	0	0
ENSMUSG00000119695.1	0	0	0	0	0	0	0	0
ENSMUSG00000133566.1	0	0	0	0	0	0	0	0
ENSMUSG00000100310.2	0	0	0	0	0	0	0	0
ENSMUSG00000129952.1	0	0	0	0	0	0	0	0
ENSMUSG00000101514.4	0	0	0	0	0	0	0	0
ENSMUSG00000101033.2	0	0	0	0	0	0	0	0
ENSMUSG00000101372.2	1	0	1	0	3	0	0	0
ENSMUSG00000129466.1	0	0	0	0	0	0	0	0
ENSMUSG00000141222.1	0	0	0	0	0	0	0	0
ENSMUSG00000139702.1	0	0	0	0	0	0	0	0
ENSMUSG00000103241.2	0	0	0	0	0	0	0	0
ENSMUSG00000086240.5	12	9	5	18	16	11	14	26
ENSMUSG00000138065.1	0	0	0	0	0	0	0	0
ENSMUSG00000048411.5	0	0	0	0	0	0	0	0
ENSMUSG00000081557.3	0	1	0	0	0	1	0	0
ENSMUSG00000058590.3	0	0	0	0	0	0	0	0
ENSMUSG00000118548.3	0	0	0	0	0	0	0	0
ENSMUSG00000124238.1	0	0	0	0	0	0	0	0
ENSMUSG00000101235.2	0	0	0	0	0	0	0	0
ENSMUSG00002075209.1	0	0	0	0	0	0	0	0
ENSMUSG00002076857.1	0	0	0	0	0	0	0	0
ENSMUSG00002074912.1	0	0	0	0	0	0	0	0
ENSMUSG00000128221.1	0	0	0	0	0	0	0	0
ENSMUSG00000099257.3	0	0	0	0	0	0	0	0
ENSMUSG00000099492.2	17	8	15	12	30	13	23	31
ENSMUSG00000123191.1	0	0	0	0	0	0	0	0
ENSMUSG00000101726.2	0	2	0	0	0	0	0	0
ENSMUSG00002075317.1	0	0	0	0	0	0	0	0
ENSMUSG00000127937.1	0	0	0	0	0	0	0	0
ENSMUSG00002075289.1	0	0	0	0	0	0	0	0
ENSMUSG00000124992.1	0	0	0	0	0	0	0	0
ENSMUSG00000125037.1	0	0	0	0	0	0	0	0
ENSMUSG00000053185.4	0	0	0	0	0	0	0	0
ENSMUSG00000142156.1	0	0	0	0	0	0	0	0
ENSMUSG00000100261.2	0	0	3	2	0	0	0	2
ENSMUSG00000101180.2	0	0	0	0	0	0	0	0
ENSMUSG00000048874.16	2807	1923	1882	2113	2491	1570	1729	1394
ENSMUSG00000103783.2	1	0	0	0	1	0	1	0
ENSMUSG00000104315.2	1	1	0	0	2	1	2	0
ENSMUSG00000128750.1	0	0	0	0	0	0	0	0
ENSMUSG00000026064.17	7	7	4	6	15	8	12	12
ENSMUSG00000117310.3	3	1	0	4	4	2	1	2
ENSMUSG00000139019.1	1	0	0	2	1	0	2	4
ENSMUSG00000117091.2	0	0	0	0	0	0	0	0
ENSMUSG00000086726.4	0	0	0	0	48	10	87	55
ENSMUSG00000086727.10	4	7	2	0	3	1	0	2
ENSMUSG00000100910.3	2	1	2	2	3	2	0	2
ENSMUSG00000125934.1	1	2	0	0	0	0	0	0
ENSMUSG00002076113.1	0	0	0	0	0	0	0	0
ENSMUSG00000099796.2	0	0	0	0	0	0	0	0
ENSMUSG00000050217.14	0	0	0	0	0	0	0	0
ENSMUSG00000026063.5	0	0	0	0	0	0	0	0
ENSMUSG00000077664.3	0	0	0	0	0	0	0	0
ENSMUSG00000100205.2	0	0	0	0	0	0	0	0
ENSMUSG00000100592.2	0	0	0	0	0	0	0	0
ENSMUSG00000094215.4	0	0	0	0	0	0	0	0
ENSMUSG00000124860.1	0	0	0	0	0	0	0	0
ENSMUSG00000101093.2	0	0	0	0	0	0	0	0
ENSMUSG00000070960.5	3	4	8	1	10	6	2	8
ENSMUSG00000088620.3	0	0	0	0	0	0	0	0
ENSMUSG00000082159.3	0	0	0	0	0	0	0	0
ENSMUSG00000124101.1	0	0	0	0	0	0	0	0
ENSMUSG00000142221.1	0	0	0	0	0	0	0	0
ENSMUSG00000026058.12	2	0	0	0	1	1	3	1
ENSMUSG00000064688.3	0	0	0	0	0	0	0	0
ENSMUSG00000103482.2	0	0	0	0	0	0	0	0
ENSMUSG00000104498.2	0	0	0	0	1	0	0	0
ENSMUSG00000104313.2	0	0	0	0	0	0	0	0
ENSMUSG00000102865.2	0	0	0	0	0	0	0	0
ENSMUSG00000102321.2	0	0	0	0	0	0	0	0
ENSMUSG00000091318.3	0	0	0	0	0	0	0	0
ENSMUSG00000089489.3	0	0	0	0	0	0	0	0
ENSMUSG00000104433.2	0	0	0	0	0	0	0	0
ENSMUSG00002076392.1	0	0	0	0	0	0	0	0
ENSMUSG00000102926.2	0	0	0	0	0	0	0	0
ENSMUSG00000100497.2	0	0	0	0	0	0	0	0
ENSMUSG00000102917.2	0	0	0	0	0	0	0	0
ENSMUSG00000100481.2	6	4	5	4	1	4	2	1
ENSMUSG00000100590.2	0	0	0	1	0	0	0	0
ENSMUSG00000131675.1	0	0	0	0	0	0	0	0
ENSMUSG00000088750.3	0	0	0	0	0	0	0	0
ENSMUSG00000104230.3	0	0	0	0	0	0	0	0
ENSMUSG00000101754.3	0	0	0	0	0	0	0	0
ENSMUSG00000137049.1	0	0	0	0	0	0	0	0
ENSMUSG00000065223.4	0	0	0	0	0	0	0	0
ENSMUSG00000100318.3	0	0	0	0	0	0	0	0
ENSMUSG00000132768.1	0	1	0	3	0	0	0	0
ENSMUSG00000101612.3	1	0	0	0	0	0	0	0
ENSMUSG00000065260.3	0	0	0	0	0	0	0	0
ENSMUSG00000026134.12	97	71	77	79	279	271	328	315
ENSMUSG00000101682.2	3	0	0	1	2	0	1	0
ENSMUSG00000138807.1	0	0	0	0	0	0	0	1
ENSMUSG00000102714.2	3	0	0	0	2	1	1	0
ENSMUSG00000102093.2	0	0	0	0	0	0	0	0
ENSMUSG00000138851.1	1	0	2	1	0	1	1	1
ENSMUSG00000103746.3	0	0	0	0	0	0	0	0
ENSMUSG00000102198.2	1	0	0	1	0	0	0	0
ENSMUSG00000121274.2	0	0	1	2	0	0	1	1
ENSMUSG00000004768.15	290	209	213	252	406	314	375	286
ENSMUSG00000042215.9	126	135	180	180	186	98	181	176
ENSMUSG00000103072.2	0	0	0	0	0	0	0	0
ENSMUSG00000042197.14	950	658	602	665	1140	761	857	728
ENSMUSG00000123811.1	0	0	0	1	0	0	0	0
ENSMUSG00000081402.5	0	0	1	2	4	2	3	2
ENSMUSG00000123789.1	0	0	1	0	1	0	1	0
ENSMUSG00000042182.17	50	30	20	19	51	47	92	63
ENSMUSG00000104416.2	0	0	0	0	2	0	0	0
ENSMUSG00000026131.22	48054	31346	24146	21971	15956	9399	6903	5365
ENSMUSG00000103596.2	0	1	0	0	0	0	0	0
ENSMUSG00000099382.2	0	0	0	0	0	0	0	0
ENSMUSG00000084506.3	0	0	0	0	0	0	0	0
ENSMUSG00000127497.1	0	0	2	0	0	0	0	0
ENSMUSG00000103364.2	4	2	4	4	4	4	4	3
ENSMUSG00000105982.3	0	0	0	0	0	0	0	0
ENSMUSG00000096992.5	343	202	95	75	78	55	24	15
ENSMUSG00000103001.2	2	3	0	0	0	0	0	0
ENSMUSG00000143827.1	0	0	0	0	0	0	0	0
ENSMUSG00000126561.1	0	0	0	0	0	0	0	0
ENSMUSG00000143057.1	0	0	0	0	0	0	0	0
ENSMUSG00000104397.2	0	1	0	0	0	0	0	0
ENSMUSG00000102839.2	0	0	0	0	0	1	0	0
ENSMUSG00000141576.1	0	0	0	0	2	0	0	0
ENSMUSG00000101206.2	0	0	0	0	0	0	0	0
ENSMUSG00000142399.1	0	0	0	0	0	0	0	0
ENSMUSG00000102336.4	30	32	16	10	47	42	56	26
ENSMUSG00000101462.4	0	0	0	0	0	0	0	0
ENSMUSG00000121838.1	4	6	2	1	11	9	3	3
ENSMUSG00000092852.3	0	0	0	0	0	0	0	0
ENSMUSG00000042111.10	364	240	302	354	501	345	444	550
ENSMUSG00000101711.2	1	1	0	1	0	0	0	0
ENSMUSG00000026127.14	631	510	397	511	1012	689	798	847
ENSMUSG00000100280.5	2	11	1	2	5	9	8	5
ENSMUSG00000026126.16	63	61	41	43	72	51	71	47
ENSMUSG00000101223.9	0	0	0	0	1	0	5	0
ENSMUSG00000140102.1	0	1	1	0	8	3	2	1
ENSMUSG00000026125.10	0	0	0	0	0	1	0	2
ENSMUSG00000132507.1	0	0	0	0	0	0	0	0
ENSMUSG00000128226.1	0	0	0	0	0	0	0	0
ENSMUSG00000101116.2	0	0	0	0	0	0	0	0
ENSMUSG00000026124.5	0	3	0	0	0	0	0	0
ENSMUSG00000101803.2	0	0	0	0	0	0	0	0
ENSMUSG00000037529.14	5	2	1	1	0	0	0	0
ENSMUSG00000045815.6	0	0	0	0	0	0	0	0
ENSMUSG00000045174.11	0	0	0	0	0	0	0	0
ENSMUSG00000138441.1	0	0	0	0	0	0	1	0
ENSMUSG00000100524.2	0	0	0	0	0	0	0	0
ENSMUSG00000102499.2	0	0	0	0	0	0	0	0
ENSMUSG00000103521.2	0	0	0	0	0	0	0	0
ENSMUSG00000104098.2	0	0	0	0	0	0	0	0
ENSMUSG00000138482.1	0	0	0	0	0	0	0	0
ENSMUSG00000037509.22	1220	806	601	491	972	668	707	409
ENSMUSG00000125398.1	2	0	0	0	2	2	1	1
ENSMUSG00000102537.2	1	0	0	0	1	0	2	0
ENSMUSG00000102612.2	0	0	0	0	0	1	0	0
ENSMUSG00000118272.2	0	0	0	0	0	0	0	0
ENSMUSG00000104002.3	3	0	0	2	4	7	3	3
ENSMUSG00000037503.13	3482	2349	2167	2152	3464	2264	2771	2178
ENSMUSG00000104358.2	8	6	4	5	9	10	8	5
ENSMUSG00000026123.12	1189	936	1089	1033	1358	926	1374	1104
ENSMUSG00000103716.2	0	0	0	0	0	0	0	0
ENSMUSG00000103548.2	1	2	5	7	2	4	5	5
ENSMUSG00000103760.2	0	0	0	0	0	0	0	0
ENSMUSG00000103997.2	0	0	0	0	0	0	0	0
ENSMUSG00000132530.1	0	0	0	0	0	0	0	0
ENSMUSG00000131914.1	0	0	0	0	0	0	0	0
ENSMUSG00000077231.3	0	0	0	0	0	0	0	0
ENSMUSG00000141296.1	0	0	0	0	0	0	0	0
ENSMUSG00000135071.1	0	0	0	0	0	0	0	0
ENSMUSG00000135032.1	0	0	0	0	0	0	0	0
ENSMUSG00000141845.1	0	0	0	0	0	0	0	0
ENSMUSG00000104417.3	4	1	2	1	0	1	0	0
ENSMUSG00000064601.3	0	0	0	0	0	0	0	0
ENSMUSG00000101714.2	1	0	0	0	0	0	0	0
ENSMUSG00000102531.3	0	3	1	2	0	1	0	0
ENSMUSG00000138845.1	0	0	0	0	0	0	0	0
ENSMUSG00000138886.1	0	1	0	0	0	0	1	0
ENSMUSG00000103096.2	0	0	0	0	0	0	0	0
ENSMUSG00000102279.2	1	0	0	0	0	1	0	0
ENSMUSG00000143922.1	0	0	0	2	0	0	0	1
ENSMUSG00000103708.4	0	0	0	0	0	0	0	0
ENSMUSG00000104201.3	0	0	0	0	0	0	0	0
ENSMUSG00000140889.1	0	0	2	0	0	0	0	0
ENSMUSG00000140969.1	0	0	0	0	0	0	0	0
ENSMUSG00000102434.2	1	0	0	0	0	0	0	0
ENSMUSG00000140927.1	0	0	0	0	0	0	1	0
ENSMUSG00000045216.8	960	620	640	630	695	373	417	466
ENSMUSG00000122855.1	27	20	23	25	16	6	8	9
ENSMUSG00000104523.2	0	0	0	0	0	0	0	0
ENSMUSG00000102202.4	35	19	23	14	13	8	13	4
ENSMUSG00000037470.15	2984	2159	2501	2999	3645	2373	2602	1891
ENSMUSG00000098752.3	0	0	0	0	0	1	0	0
ENSMUSG00000136261.1	0	0	0	0	0	0	0	0
ENSMUSG00000134347.1	0	0	0	0	0	0	1	0
ENSMUSG00000047180.9	304	212	168	232	391	215	359	290
ENSMUSG00000125625.1	0	0	0	0	0	1	0	0
ENSMUSG00000132917.1	0	1	1	1	2	0	2	2
ENSMUSG00000037447.17	678	393	331	442	1433	1030	1077	1384
ENSMUSG00000131496.1	1	1	1	1	5	4	5	1
ENSMUSG00000102762.3	3	3	0	1	1	0	0	1
ENSMUSG00000010453.13	1439	1028	1058	1273	1283	773	764	826
ENSMUSG00000098680.3	0	0	0	0	0	0	0	0
ENSMUSG00000037432.16	158	109	120	78	54	50	52	37
ENSMUSG00000001143.14	583	465	406	408	340	186	260	254
ENSMUSG00000137055.1	3	3	3	0	5	7	3	1
ENSMUSG00000137017.1	0	1	0	0	0	0	0	0
ENSMUSG00000137090.1	2	1	2	0	1	3	3	3
ENSMUSG00000037408.11	326	282	186	200	286	148	226	128
ENSMUSG00000104316.2	1	5	2	1	1	2	5	0
ENSMUSG00002075980.1	0	0	0	0	0	0	0	0
ENSMUSG00000001138.14	919	562	437	577	534	301	343	267
ENSMUSG00000102845.2	0	0	0	0	0	0	0	0
ENSMUSG00000067653.13	212	264	570	586	492	139	104	564
ENSMUSG00000109510.2	1	1	0	0	0	0	0	0
ENSMUSG00000079610.10	88	68	51	55	64	60	77	56
ENSMUSG00000126033.1	1	0	0	0	0	1	0	0
ENSMUSG00000026121.14	426	299	230	270	890	669	657	685
ENSMUSG00000087589.5	34	19	33	18	28	18	30	19
ENSMUSG00000046337.19	19	10	9	15	25	6	18	13
ENSMUSG00000089906.2	0	0	0	3	5	0	1	1
ENSMUSG00002075377.1	0	0	0	0	0	0	0	0
ENSMUSG00000061518.12	1325	1057	1746	1693	1535	1147	1505	2010
ENSMUSG00000037351.10	1818	1329	1970	2035	1883	1156	1417	1706
ENSMUSG00000102416.5	3	5	5	7	6	3	2	3
ENSMUSG00000104237.3	1	2	0	1	1	2	0	0
ENSMUSG00000026117.11	38	32	14	18	43	17	20	15
ENSMUSG00000121718.1	0	0	0	0	0	0	0	0
ENSMUSG00000097291.3	0	0	0	0	0	0	0	0
ENSMUSG00000141655.1	1	0	0	0	0	0	1	0
ENSMUSG00000026116.12	4233	2853	2399	2272	3357	2220	2621	1340
ENSMUSG00000127057.1	3	2	1	0	3	4	2	1
ENSMUSG00000103016.2	0	0	0	0	1	0	0	0
ENSMUSG00000102930.2	2	0	0	0	3	5	0	2
ENSMUSG00000103159.2	0	1	0	0	0	3	0	0
ENSMUSG00000080054.4	1	1	2	2	2	3	1	5
ENSMUSG00000136074.1	0	0	0	0	0	0	0	0
ENSMUSG00000142066.1	0	0	0	0	0	0	0	0
ENSMUSG00000129112.1	0	0	0	0	2	2	3	4
ENSMUSG00000119706.1	0	0	0	0	1	0	0	0
ENSMUSG00000050122.21	24	15	10	24	9	1	5	15
ENSMUSG00000131940.1	0	0	0	0	1	1	1	0
ENSMUSG00000141881.1	0	0	0	0	0	0	0	0
ENSMUSG00000103603.3	0	0	0	0	0	0	0	0
ENSMUSG00000131689.1	0	0	0	0	0	0	0	0
ENSMUSG00000026114.15	2	0	1	4	1	1	1	1
ENSMUSG00000125286.1	0	0	0	0	0	0	0	0
ENSMUSG00000139275.1	0	0	0	0	0	0	0	0
ENSMUSG00000102231.2	0	0	0	0	0	0	0	0
ENSMUSG00000026113.18	798	605	572	517	566	320	443	269
ENSMUSG00000086064.3	0	0	0	0	0	0	0	0
ENSMUSG00000102879.2	0	0	0	0	0	0	0	0
ENSMUSG00000026112.8	2241	1753	2059	2073	2918	1947	2444	2399
ENSMUSG00000026111.16	693	431	432	530	727	431	613	655
ENSMUSG00000026110.16	654	431	366	413	704	527	710	571
ENSMUSG00000103948.2	1	0	1	0	0	2	3	2
ENSMUSG00000087233.2	0	0	0	0	0	1	0	0
ENSMUSG00000134351.1	0	0	0	0	1	0	0	1
ENSMUSG00000129018.1	0	0	0	0	0	0	0	0
ENSMUSG00000143477.1	0	0	0	0	0	0	0	0
ENSMUSG00000122996.1	0	0	0	0	0	1	0	0
ENSMUSG00000143598.1	0	0	0	0	0	0	0	0
ENSMUSG00000026090.17	142	103	54	53	116	110	106	91
ENSMUSG00000089767.3	1	0	0	0	0	0	0	0
ENSMUSG00000139392.1	1	1	0	0	0	0	1	1
ENSMUSG00000104365.2	0	0	0	0	0	0	0	0
ENSMUSG00000102650.2	0	0	0	0	0	0	1	0
ENSMUSG00000060771.16	217	159	195	188	135	85	118	185
ENSMUSG00000097268.2	0	0	0	0	0	0	0	0
ENSMUSG00000037216.6	93	63	76	58	65	44	48	75
ENSMUSG00000026088.16	293	195	158	284	894	872	796	1352
ENSMUSG00000026087.12	867	645	770	1026	1220	942	920	1678
ENSMUSG00000061584.7	0	0	4	0	0	0	101	1
ENSMUSG00000087374.2	0	0	0	0	0	0	0	0
ENSMUSG00000026085.12	0	0	0	0	0	0	0	0
ENSMUSG00002076708.1	0	0	0	0	0	0	0	0
ENSMUSG00000058407.13	1193	776	806	1084	1512	1024	1327	1532
ENSMUSG00000026083.13	4425	3412	3548	3771	4919	3901	3905	3372
ENSMUSG00000135983.1	2	2	0	3	0	1	1	1
ENSMUSG00000026082.12	377	381	293	351	395	258	287	315
ENSMUSG00000103804.2	1	3	1	1	2	2	3	2
ENSMUSG00000138890.1	0	0	0	0	0	0	0	0
ENSMUSG00000102716.3	0	0	0	0	0	0	0	0
ENSMUSG00000125331.1	0	0	0	0	0	0	0	0
ENSMUSG00000126108.1	5	2	1	2	2	1	0	0
ENSMUSG00000037138.19	930	630	431	363	291	200	125	97
ENSMUSG00000127429.1	1	2	1	0	0	0	0	0
ENSMUSG00000085391.3	9	9	6	9	5	2	3	1
ENSMUSG00000085280.2	2	0	0	0	0	1	0	0
ENSMUSG00000133139.1	0	0	0	0	0	0	0	0
ENSMUSG00000087131.8	1	0	2	0	1	1	2	1
ENSMUSG00000102984.2	0	0	0	0	0	0	0	0
ENSMUSG00000122371.1	0	1	0	0	0	0	1	1
ENSMUSG00000102541.2	0	0	0	0	0	0	0	0
ENSMUSG00000103531.2	0	0	0	0	0	0	0	0
ENSMUSG00000048814.12	45	32	39	18	12	7	11	4
ENSMUSG00000026080.15	29	16	11	19	14	14	20	7
ENSMUSG00000103647.2	0	0	0	0	0	0	0	0
ENSMUSG00000102447.2	1	0	0	0	0	0	0	1
ENSMUSG00000067604.9	0	0	0	0	0	0	0	0
ENSMUSG00000132153.1	0	0	0	0	0	0	0	0
ENSMUSG00000026078.11	1090	758	944	1089	1256	789	995	1327
ENSMUSG00000103046.2	14	13	0	6	8	6	4	5
ENSMUSG00000135574.1	0	0	0	0	0	0	0	0
ENSMUSG00000135611.1	0	0	0	0	0	0	0	0
ENSMUSG00000124233.1	0	0	0	1	0	0	1	0
ENSMUSG00000124315.1	0	0	0	0	0	0	0	0
ENSMUSG00000104188.2	0	0	1	0	0	1	0	0
ENSMUSG00000103182.2	0	0	0	0	0	0	0	0
ENSMUSG00000132325.1	0	2	0	1	0	0	0	0
ENSMUSG00000098833.3	0	0	0	0	0	0	0	0
ENSMUSG00000026077.16	286	124	132	113	167	115	103	96
ENSMUSG00000126345.1	1	0	3	2	3	0	1	0
ENSMUSG00000092553.2	0	0	0	0	1	0	0	0
ENSMUSG00000092563.2	6	0	1	1	2	4	3	2
ENSMUSG00000131701.1	1	2	0	2	2	0	0	1
ENSMUSG00000073702.12	3719	2306	2568	3249	3007	2508	3382	4447
ENSMUSG00000003134.11	868	567	476	545	804	569	492	528
ENSMUSG00000102607.2	0	0	0	1	2	0	0	0
ENSMUSG00000126978.1	1	0	0	0	3	0	1	1
ENSMUSG00000142229.1	0	0	0	0	0	0	0	1
ENSMUSG00000065629.4	0	0	0	0	0	0	0	0
ENSMUSG00002076218.1	0	0	0	0	0	0	0	0
ENSMUSG00000003135.16	665	467	535	545	776	483	581	568
ENSMUSG00000085894.3	28	18	9	13	75	53	125	68
ENSMUSG00000077704.3	3	0	1	1	5	0	3	2
ENSMUSG00000048234.14	607	377	408	402	1607	906	1881	1288
ENSMUSG00000064936.3	1	0	1	0	5	4	5	2
ENSMUSG00000141216.1	0	0	0	0	0	0	0	0
ENSMUSG00000134845.1	0	0	0	0	0	0	2	0
ENSMUSG00000102471.2	0	0	0	2	1	1	1	3
ENSMUSG00000050967.6	4	3	6	5	8	4	8	4
ENSMUSG00000097083.3	0	0	0	0	0	0	1	0
ENSMUSG00000057173.9	0	5	5	1	0	0	0	2
ENSMUSG00000128717.1	0	0	0	0	0	0	0	0
ENSMUSG00000141754.1	0	0	0	0	0	0	0	0
ENSMUSG00000091937.5	2	4	2	2	0	1	2	0
ENSMUSG00000101634.8	0	0	0	0	0	0	0	1
ENSMUSG00000142690.1	0	0	0	0	0	0	0	0
ENSMUSG00000026074.16	4325	2904	2762	2746	4851	3042	5312	3192
ENSMUSG00000102985.2	5	2	4	2	1	0	3	0
ENSMUSG00000097899.4	63	57	50	44	40	19	30	23
ENSMUSG00000026073.14	2657	1798	1830	2663	3298	1648	3352	3472
ENSMUSG00000102975.2	3	5	0	2	36	17	24	24
ENSMUSG00000131284.1	0	0	0	0	0	0	0	1
ENSMUSG00000131320.1	0	0	0	0	0	1	0	0
ENSMUSG00000134998.1	0	0	0	0	0	0	0	0
ENSMUSG00000137865.1	0	0	0	0	0	0	0	0
ENSMUSG00000026072.13	1485	1264	900	1301	4966	4185	6507	4061
ENSMUSG00000103560.2	2	2	1	0	7	4	4	6
ENSMUSG00000070942.9	2115	1270	1282	1586	3166	2307	3012	2286
ENSMUSG00000103230.2	40	22	5	11	22	10	19	5
ENSMUSG00000123550.1	8	4	1	6	4	1	2	3
ENSMUSG00000123634.1	0	0	0	0	0	1	0	0
ENSMUSG00000123590.1	30	36	25	27	4	1	4	2
ENSMUSG00000026069.16	142	129	109	142	4261	2311	2194	1393
ENSMUSG00000026070.17	535	340	285	328	687	702	370	678
ENSMUSG00000026068.12	52	48	18	28	817	362	886	660
ENSMUSG00000104441.3	0	0	0	0	0	0	0	0
ENSMUSG00000026065.9	13	6	7	11	8	3	10	7
ENSMUSG00000102676.2	1	2	2	1	0	0	0	0
ENSMUSG00000135694.1	0	0	0	0	0	0	0	0
ENSMUSG00000026062.13	79	107	212	135	58	23	31	44
ENSMUSG00000103679.2	0	0	0	0	0	0	0	0
ENSMUSG00000103270.4	2	2	2	0	1	0	1	2
ENSMUSG00000041945.13	39	22	20	28	25	20	27	19
ENSMUSG00000079588.4	3428	2562	3088	4395	1191	443	281	921
ENSMUSG00000122729.1	0	0	1	0	0	0	0	0
ENSMUSG00000094136.3	0	0	0	0	0	0	2	0
ENSMUSG00000122427.1	0	0	0	0	0	0	0	0
ENSMUSG00000123469.1	1	1	0	0	0	1	0	0
ENSMUSG00000131862.1	0	0	0	0	0	0	0	0
ENSMUSG00000135609.1	0	0	0	0	0	0	0	0
ENSMUSG00000135647.1	0	0	0	0	0	0	0	0
ENSMUSG00000104072.3	0	0	0	0	0	0	0	0
ENSMUSG00000135117.1	0	0	0	0	0	0	0	0
ENSMUSG00000142452.1	0	0	0	0	0	0	0	0
ENSMUSG00000100185.2	0	0	0	0	0	0	0	0
ENSMUSG00000140844.1	0	0	0	0	0	0	0	0
ENSMUSG00000135779.1	0	0	0	0	0	0	0	0
ENSMUSG00000135818.1	0	0	0	0	0	0	0	0
ENSMUSG00000100832.4	0	0	0	0	0	0	0	0
ENSMUSG00000122634.1	0	0	0	0	0	0	0	0
ENSMUSG00000100178.2	0	1	0	0	0	0	0	0
ENSMUSG00000130614.1	0	0	0	0	0	0	0	0
ENSMUSG00000101877.2	0	0	0	0	0	0	0	0
ENSMUSG00000053640.3	0	0	0	0	0	0	0	0
ENSMUSG00000101919.2	0	0	0	0	0	0	0	0
ENSMUSG00000127954.1	0	0	0	0	0	0	0	0
ENSMUSG00000101299.5	0	0	0	0	0	0	0	0
ENSMUSG00000100180.2	0	0	0	0	0	0	0	0
ENSMUSG00000141624.1	0	0	0	0	0	0	0	0
ENSMUSG00000129060.1	0	0	0	0	0	0	0	0
ENSMUSG00000129105.1	0	0	0	0	0	0	0	0
ENSMUSG00000103106.2	0	0	0	0	0	0	0	0
ENSMUSG00000129676.1	0	0	0	0	0	0	0	0
ENSMUSG00000129600.1	0	0	0	0	0	0	0	0
ENSMUSG00000060424.17	0	0	0	0	0	0	0	0
ENSMUSG00000129639.1	0	0	0	0	0	0	0	0
ENSMUSG00000097063.6	0	0	1	0	0	0	0	0
ENSMUSG00000104199.2	0	0	0	0	0	0	0	0
ENSMUSG00000093436.8	0	0	0	0	0	0	0	0
ENSMUSG00000121019.2	0	0	0	0	0	0	0	0
ENSMUSG00000045515.5	2	2	5	13	0	0	1	5
ENSMUSG00000129834.1	0	0	0	0	0	0	0	0
ENSMUSG00000099784.2	0	0	0	0	0	0	0	0
ENSMUSG00000129717.1	0	0	0	0	0	0	0	0
ENSMUSG00000129759.1	0	0	0	0	0	0	0	0
ENSMUSG00000060679.15	552	409	512	502	579	400	430	524
ENSMUSG00000077448.3	0	0	0	1	2	0	1	0
ENSMUSG00000140926.1	3	2	1	1	3	3	5	1
ENSMUSG00000041907.10	1	0	1	1	2	0	3	0
ENSMUSG00002075628.1	0	0	0	0	0	0	0	0
